INTERSECTION,CAMERA ID,ADDRESS,VIOLATION DATE,VIOLATIONS,X COORDINATE,Y COORDINATE,LATITUDE,LONGITUDE,LOCATION,Month,Year,Week
STONEY ISLAND AND 79TH,2462.0,7900 S STONY ISLAND A,2021-11-06,2,1188181.571068297,1852908.934789311,41.751460603,-87.585971993,"(41.75146060316686, -87.5859719929647)",November,2021,44
PULASKI AND LAWRENCE,1173.0,4000 W LAWRENCE AVENUE,2022-06-07,4,1148844.220085601,1931638.45430438,41.968351285,-87.728091672,"(41.96835128527914, -87.72809167198088)",June,2022,23
LAFAYETTE AND 87TH,2503.0,30 W 87TH STREET,2015-08-20,17,1177407.651800237,1847320.772058312,41.736376037,-87.625621311,"(41.736376036604916, -87.62562131092602)",August,2015,34
CLARK AND FULLERTON,1632.0,2400 N CLARK ST,2020-10-05,1,1172749.562209477,1916238.997132859,41.925597623,-87.640650973,"(41.925597623023144, -87.64065097309872)",October,2020,41
WESTERN AND FOSTER,1072.0,5200 N WESTERN AVE,2022-05-03,7,1159372.922497116,1934478.313674003,41.975933372,-87.689299589,"(41.97593337199358, -87.6892995891816)",May,2022,18
55TH and PULASKI,2244.0,4000 W 55TH ST,2019-05-03,1,1150621.676903861,1867864.274865394,41.793313334,-87.723223038,"(41.79331333358753, -87.72322303812588)",May,2019,18
TOUHY AND OSCEOLA,1244.0,7432 W TOUHY AVENUE,2019-11-20,2,1125717.010560011,1947269.685461107,42.011661765,-87.812781431,"(42.01166176507329, -87.81278143114147)",November,2019,47
CENTRAL AND FULLERTON,1444.0,5600 W FULLERTON AVENU,2023-01-15,3,1138627.279189421,1915438.969256439,41.924090199,-87.76605353,"(41.92409019883488, -87.76605353016079)",January,2023,2
ASHLAND AND DIVISION,1793.0,1600 W DIVISION STREET,2023-08-25,1,1165489.684200442,1908112.312963909,41.903455316,-87.667558994,"(41.903455316483814, -87.66755899396976)",August,2023,34
WESTERN AND NORTH,1851.0,1600 N WESTERN AVE,2018-09-28,2,1160077.474351131,1910605.013316134,41.910409024,-87.687370268,"(41.91040902362901, -87.687370268401)",September,2018,39
BROADWAY/SHERIDAN AND DEVON,1123.0,1200 W DEVON AVE,2019-11-04,1,1167109.644248166,1942688.147952186,41.998298228,-87.660611661,"(41.99829822771884, -87.66061166063517)",November,2019,45
CENTRAL AND FULLERTON,1444.0,5600 W FULLERTON AVENU,2018-01-16,2,1138627.279189421,1915438.969256439,41.924090199,-87.76605353,"(41.92409019883488, -87.76605353016079)",January,2018,3
DIVISION AND DAMEN,1733.0,2000 W DIVISION,2017-05-28,5,1162815.710860194,1908034.672555531,41.903298793,-87.677383247,"(41.903298792681944, -87.67738324739636)",May,2017,21
FULLERTON AND NARRAGANSETT,1554.0,6400 W FULLERTON AVENU,2023-09-19,2,1133317.594499059,1915293.661305931,41.923786189,-87.785567206,"(41.92378618871128, -87.78556720562165)",September,2023,38
HALSTED AND FULLERTON,1701.0,2400 N HALSTED STREET,2019-05-10,4,1170501.602639925,1916200.061550148,41.925540315,-87.648912156,"(41.925540315431995, -87.64891215551155)",May,2019,19
LAWRENCE AND CICERO,1041.0,4800 N CICERO AVE,2017-03-31,4,1143464.651785526,1931490.551883203,41.968048007,-87.747875985,"(41.968048007293845, -87.74787598468126)",March,2017,13
MICHIGAN AND ONTARIO,3084.0,100 E ONTARIO ST,2023-05-27,3,1177006.928692496,1904549.656773295,41.893426147,-87.625362025,"(41.89342614670784, -87.62536202456768)",May,2023,21
ASHLAND AND MADISON,1914.0,1600 W MADISON,2020-10-03,3,1165723.014733182,1900136.515489506,41.881564167,-87.666929463,"(41.8815641670199, -87.66692946294842)",October,2020,40
55TH and PULASKI,2244.0,4000 W 55TH ST,2018-03-28,1,1150621.676903861,1867864.274865394,41.793313334,-87.723223038,"(41.79331333358753, -87.72322303812588)",March,2018,13
ASHLAND AND 87TH,2452.0,8700 S ASHLAND AVE,2016-08-12,11,1167150.470087748,1846991.212339794,41.735696989,-87.663209544,"(41.73569698863625, -87.66320954445679)",August,2016,32
CICERO AND ADDISON,1612.0,3600 N CICERO AVENUE,2014-09-06,5,1143698.904601495,1923517.005821035,41.946163524,-87.747215169,"(41.94616352362556, -87.74721516897007)",September,2014,36
DAMEN AND 63RD,2702.0,6300 S DAMEN AVENUE,2019-01-03,3,1164069.407943298,1862830.277442834,41.779226921,-87.674052731,"(41.77922692069256, -87.67405273137854)",January,2019,1
BELMONT AND KEDZIE,1372.0,3200 N KEDZIE AVE,2021-01-31,4,1154426.977874407,1921110.466549542,41.93935173,-87.707846594,"(41.93935173030961, -87.70784659359776)",January,2021,4
CICERO AND PETERSON,1202.0,6000 N CICERO AVENUE,2023-04-22,2,1143247.733553094,1939479.342905704,41.989973915,-87.748473024,"(41.98997391514614, -87.74847302426933)",April,2023,16
4700 WESTERN,2141.0,4700 S WESTERN AVENUE,2022-06-14,5,1161120.438879703,1873431.066474726,41.808378408,-87.684570717,"(41.808378407946726, -87.68457071689552)",June,2022,24
COLUMBUS AND ILLINOIS,1951.0,500 N COLUMBUS DRIVE,2017-01-17,15,1178372.808407292,1903693.06016042,41.891044569,-87.620371839,"(41.891044569124276, -87.620371839074)",January,2017,3
PULASKI AND CHICAGO,1982.0,800 N PULASKI ROAD,2016-12-20,4,1149538.444844035,1905079.034990625,41.895456457,-87.726230541,"(41.895456456825386, -87.72623054051289)",December,2016,51
COLUMBUS AND ILLINOIS,1952.0,500 N COLUMBUS DRIVE,2020-05-30,2,1178372.808407292,1903693.06016042,41.891044569,-87.620371839,"(41.891044569124276, -87.620371839074)",May,2020,22
CICERO AND ARMITAGE,2001.0,2000 N CICERO AVENUE,2018-10-24,4,1144031.525719004,1912881.8300295,41.916973325,-87.746260223,"(41.91697332451097, -87.74626022251057)",October,2018,43
HAMLIN AND MADISON,1901.0,0 N HAMLIN BOULEVARD,2019-01-18,7,1151027.146814811,1899763.661077263,41.880841477,-87.720902185,"(41.88084147694413, -87.72090218457842)",January,2019,3
PULASKI AND FOSTER,1104.0,4000 W FOSTER AVE,2016-02-11,5,1148759.16134887,1934294.249006446,41.975640616,-87.728335469,"(41.975640616231914, -87.72833546926573)",February,2016,6
PULASKI AND DIVISION,1801.0,1200 N PULASKI ROAD,2023-05-22,2,1149459.590666926,1907723.219884254,41.902713902,-87.726451457,"(41.902713901936174, -87.72645145715836)",May,2023,21
PULASKI AND DIVISION,1801.0,1200 N PULASKI ROAD,2015-05-21,1,1149459.590666926,1907723.219884254,41.902713902,-87.726451457,"(41.902713901936174, -87.72645145715836)",May,2015,21
OGDEN AND KOSTNER,2222.0,2348 S KOSTNER AVENUE,2023-05-01,2,1147394.548182079,1887795.177782082,41.848068845,-87.734547457,"(41.8480688449598, -87.73454745748458)",May,2023,18
DIVISION AND DAMEN,1733.0,2000 W DIVISION,2019-02-09,5,1162815.710860194,1908034.672555531,41.903298793,-87.677383247,"(41.903298792681944, -87.67738324739636)",February,2019,6
55TH AND WESTERN,2212.0,5500 S WESTERN AVE,2018-08-16,8,1161269.521335262,1867963.111601251,41.793370554,-87.684175377,"(41.79337055433029, -87.6841753767592)",August,2018,33
HOLLYWOOD AND SHERIDAN,1343.0,1000 W HOLLYWOOD AVE,2019-11-09,7,1168580.228926466,1938090.295189338,41.985649799,-87.655335807,"(41.98564979859328, -87.65533580655139)",November,2019,45
MADISON AND WESTERN,1934.0,2400 W MADISON,2019-09-05,1,1160384.621277157,1899988.655722373,41.881270504,-87.68653594,"(41.88127050428818, -87.68653594017124)",September,2019,36
4700 WESTERN,2142.0,4700 S WESTERN AVENUE,2021-07-26,4,1161120.438879703,1873431.066474726,41.808378408,-87.684570717,"(41.808378407946726, -87.68457071689552)",July,2021,30
CLARK AND IRVING PARK,1093.0,1300 W IRVING PARK ROAD,2015-08-15,5,1166777.545456989,1926719.73687357,41.954487567,-87.662293496,"(41.95448756687966, -87.66229349585691)",August,2015,33
STONY ISLAND/CORNELL AND 67TH,2721.0,6700 S STONY ISLAND A,2019-12-20,4,1187984.143047539,1860863.338367666,41.773292896,-87.586442368,"(41.77329289585066, -87.58644236831432)",December,2019,51
SHERIDAN AND FOSTER,1132.0,5200 N SHERIDAN ROAD,2019-01-23,3,1168661.623718229,1934753.842272756,41.976492721,-87.655133605,"(41.97649272077833, -87.65513360456677)",January,2019,4
LAFAYETTE AND 87TH,2503.0,30 W 87TH STREET,2023-05-05,31,1177407.651800237,1847320.772058312,41.736376037,-87.625621311,"(41.736376036604916, -87.62562131092602)",May,2023,18
HALSTED AND NORTH,1764.0,800 W NORTH AVENUE,2018-04-01,4,1170700.68422007,1910913.190749698,41.91102851,-87.648335806,"(41.91102850981186, -87.64833580602037)",April,2018,13
CERMAK AND PULASKI,2332.0,2200 S PULASKI,2015-02-22,3,1150012.876838243,1889071.75851865,41.851521442,-87.724904787,"(41.85152144233116, -87.7249047867499)",February,2015,8
ARCHER AND CICERO,2081.0,5200 S CICERO AVE,2020-09-25,34,1145195.931989777,1869737.708306623,41.798558278,-87.743071866,"(41.798558278193305, -87.74307186616427)",September,2020,39
DIVISION AND DAMEN,1734.0,2000 W DIVISION,2020-11-06,6,1162815.710860194,1908034.672555531,41.903298793,-87.677383247,"(41.903298792681944, -87.67738324739636)",November,2020,45
FULLERTON AND NARRAGANSETT,1554.0,6400 W FULLERTON AVENU,2020-05-02,6,1133317.594499059,1915293.661305931,41.923786189,-87.785567206,"(41.92378618871128, -87.78556720562165)",May,2020,18
CALIFORNIA AND DIVERSEY,1511.0,2800 N CALIFORNIA AVE,2016-02-13,4,1157189.355049829,1918495.644754069,41.932120719,-87.6977653,"(41.93212071910647, -87.69776530036465)",February,2016,6
PULASKI AND DIVISION,1802.0,1200 N PULASKI ROAD,2020-01-22,1,1149459.590666926,1907723.219884254,41.902713902,-87.726451457,"(41.902713901936174, -87.72645145715836)",January,2020,4
WESTERN AND TOUHY,1251.0,7200 N WESTERN AVENUE,2018-10-07,1,1158975.66256211,1947754.286963361,42.012371335,-87.690393917,"(42.012371334791766, -87.69039391737863)",October,2018,40
SACRAMENTO AND CHICAGO,1814.0,3000 W CHICAGO AVENUE,2014-10-24,2,1156075.266375505,1905216.604770718,41.895704525,-87.702218524,"(41.895704524946225, -87.70221852353758)",October,2014,43
111TH AND HALSTED,2424.0,800 W 111TH ST,2018-03-30,3,1172945.404219168,1831282.917027882,41.692465363,-87.642440901,"(41.692465363421874, -87.64244090105778)",March,2018,13
KEDZIE AND 47TH,2104.0,3200 W 47TH ST,2016-08-11,1,1155815.231505056,1873336.169728074,41.808226246,-87.704031672,"(41.808226246244026, -87.70403167215984)",August,2016,32
CORNELL DRIVE AND 57TH,2181.0,5700 S CORNELL DRIVE,2015-03-04,6,1188165.732740433,1867529.196427323,41.791580204,-87.585564215,"(41.79158020433135, -87.58556421519536)",March,2015,10
CICERO AND FULLERTON,1474.0,4800 W FULLERTON AVE,2020-08-24,4,1143967.570794243,1915568.504954477,41.924347036,-87.74642764,"(41.924347036010694, -87.74642763965628)",August,2020,35
KEDZIE AND 47TH,2104.0,3200 W 47TH ST,2021-06-17,2,1155815.231505056,1873336.169728074,41.808226246,-87.704031672,"(41.808226246244026, -87.70403167215984)",June,2021,24
ELSTON AND ADDISON,1402.0,3600 N ELSTON AVE,2023-07-10,1,1154106.95251778,1923731.036211081,41.946549165,-87.708952626,"(41.94654916480637, -87.70895262603513)",July,2023,28
CICERO AND NORTH,2034.0,4800 W NORTH AVENUE,2017-09-09,6,1144053.733747163,1910243.80567041,41.90973389,-87.746244973,"(41.909733890131285, -87.74624497295898)",September,2017,36
4700 WESTERN,2141.0,4700 S WESTERN AVENUE,2020-01-29,2,1161120.438879703,1873431.066474726,41.808378408,-87.684570717,"(41.808378407946726, -87.68457071689552)",January,2020,5
PULASKI AND IRVING PARK,1574.0,4000 W IRVING PARK RD,2015-12-09,5,1148988.727877253,1926320.954938409,41.953756874,-87.727698513,"(41.95375687447515, -87.72769851312907)",December,2015,50
ASHLAND AND DIVISION,1793.0,1600 W DIVISION STREET,2020-01-17,2,1165489.684200442,1908112.312963909,41.903455316,-87.667558994,"(41.903455316483814, -87.66755899396976)",January,2020,3
WESTERN AND FULLERTON,1671.0,2400 N WESTERN AVENUE,2017-03-11,13,1159923.309342995,1915897.778561358,41.924935944,-87.687790255,"(41.92493594409127, -87.68779025471278)",March,2017,10
WESTERN AND DEVON,1211.0,6400 N WESTERN AVENUE,2015-08-09,5,1159113.585759434,1942451.622367891,41.997817807,-87.690033035,"(41.997817807026, -87.69003303469276)",August,2015,32
CICERO AND PETERSON,1202.0,6000 N CICERO AVENUE,2021-09-16,4,1143247.733553094,1939479.342905704,41.989973915,-87.748473024,"(41.98997391514614, -87.74847302426933)",September,2021,37
HALSTED AND NORTH,1764.0,800 W NORTH AVENUE,2018-06-21,5,1170700.68422007,1910913.190749698,41.91102851,-87.648335806,"(41.91102850981186, -87.64833580602037)",June,2018,25
WESTERN AND ADDISON,1563.0,2400 W ADDISON,2015-07-25,2,1159719.041544334,1923878.577275797,41.946839991,-87.688320193,"(41.9468399910054, -87.68832019252964)",July,2015,30
55TH AND KEDZIE,2162.0,5500 S KEDZIE AVENUE,2015-06-01,1,1155945.854705238,1867941.621374192,41.793420237,-87.703697508,"(41.793420236755864, -87.70369750845424)",June,2015,23
CICERO AND HARRISON,2022.0,600 S CICERO AVENUE,2020-05-15,4,1144444.97442848,1896894.622216872,41.873094833,-87.745143869,"(41.873094832519136, -87.74514386884542)",May,2020,20
MADISON AND WESTERN,1931.0,1 S WESTERN AVE,2023-08-13,7,1160453.827721979,1899933.703473746,41.881118279,-87.686283339,"(41.881118278833966, -87.686283338873)",August,2023,32
PULASKI AND LAWRENCE,1172.0,4800 N PULASKI ROAD,2021-07-01,2,1148821.701520117,1931605.974570937,41.968262595,-87.728175316,"(41.968262595100775, -87.7281753157596)",July,2021,26
CENTRAL AND DIVERSEY,1644.0,5600 W DIVERSEY AVENUE,2016-05-24,2,1138539.758528398,1918097.096677271,41.931385977,-87.766310532,"(41.93138597683265, -87.76631053155157)",May,2016,21
99TH AND HALSTED,2431.0,9900 S HALSTED ST,2016-10-18,7,1172689.754200318,1839171.652197216,41.714118868,-87.643145408,"(41.714118868089905, -87.64314540818165)",October,2016,42
111TH AND HALSTED,2422.0,11100 S HALSTED ST,2021-04-10,17,1172923.657689312,1831209.044179248,41.692263123,-87.642522688,"(41.692263123425136, -87.6425226876268)",April,2021,14
ASHLAND AND DIVISION,1791.0,1200 N ASHLAND AVENUE,2017-08-18,4,1165466.997046718,1908083.767015974,41.903377468,-87.667643142,"(41.903377467566784, -87.66764314227497)",August,2017,33
HALSTED AND 103RD,2593.0,800 W 103RD STREET,2016-02-11,3,1172778.570616036,1836587.755252818,41.70702632,-87.642896007,"(41.707026319812215, -87.64289600741817)",February,2016,6
JEFFERY AND 95TH,2523.0,2000 E 95TH ST,2014-12-17,1,1191188.381103057,1842410.411853539,41.722579473,-87.575292523,"(41.722579473126416, -87.57529252250366)",December,2014,51
PULASKI AND NORTH,1994.0,4000 W NORTH AVENUE,2016-02-09,2,1149456.2688422,1910376.774019002,41.909995582,-87.726394693,"(41.90999558160536, -87.72639469321471)",February,2016,6
DAMEN AND 63RD,2701.0,6300 S DAMEN AVENUE,2017-01-29,1,1164069.407943298,1862830.277442834,41.779226921,-87.674052731,"(41.77922692069256, -87.67405273137854)",January,2017,4
LAWRENCE AND CICERO,1041.0,4800 N CICERO AVE,2021-02-27,20,1143464.651785526,1931490.551883203,41.968048007,-87.747875985,"(41.968048007293845, -87.74787598468126)",February,2021,8
HALSTED AND 95TH,2582.0,9500 S HALSTED STREET,2021-04-04,5,1172610.538363645,1841811.61926207,41.721365061,-87.643358042,"(41.72136506078306, -87.64335804234075)",April,2021,13
WESTERN AND NORTH,1853.0,2400 W NORTH AVE,2022-03-29,4,1160100.839010995,1910612.783367238,41.910429862,-87.687284221,"(41.91042986235867, -87.68728422050837)",March,2022,13
HOMAN/KIMBALL AND NORTH,1773.0,3400 W NORTH AVE,2023-07-07,22,1153386.578905125,1910465.87061722,41.910162847,-87.711953868,"(41.91016284680269, -87.71195386769125)",July,2023,27
35TH AND WESTERN,2092.0,3500 S WESTERN,2022-07-09,3,1160894.949857101,1881376.851112895,41.830187255,-87.685177925,"(41.83018725526863, -87.68517792510231)",July,2022,27
99TH AND HALSTED,2433.0,800 W 99TH ST,2015-03-14,5,1172710.642565684,1839246.330602143,41.714323337,-87.643066714,"(41.71432333701137, -87.64306671421937)",March,2015,11
SACRAMENTO AND LAKE,1822.0,150 N SACRAMENTO BOUL,2018-09-24,2,1156319.560664766,1900957.489351962,41.884012178,-87.701436479,"(41.88401217771363, -87.7014364786693)",September,2018,39
CICERO AND ARMITAGE,2001.0,2000 N CICERO AVENUE,2016-08-04,4,1144031.525719004,1912881.8300295,41.916973325,-87.746260223,"(41.91697332451097, -87.74626022251057)",August,2016,31
RIDGE AND CLARK,1051.0,5930 N CLARK STREET,2015-10-02,5,1164554.784723473,1939388.511516442,41.98929863,-87.670104121,"(41.98929863013193, -87.67010412112992)",October,2015,40
ASHLAND AND 87TH,2452.0,8700 S ASHLAND AVE,2014-07-17,3,1167150.470087748,1846991.212339794,41.735696989,-87.663209544,"(41.73569698863625, -87.66320954445679)",July,2014,29
AUSTIN AND ADDISON,1491.0,3600 N AUSTIN AVENUE,2018-01-04,1,1135691.599896458,1923335.967306169,41.945813215,-87.776652162,"(41.9458132146695, -87.77665216156436)",January,2018,1
ASHLAND AND 87TH,2452.0,8700 S ASHLAND AVE,2023-03-12,2,1167150.470087748,1846991.212339794,41.735696989,-87.663209544,"(41.73569698863625, -87.66320954445679)",March,2023,10
HALSTED AND MADISON,1872.0,1 N HALSTED STREET,2016-08-11,1,1171090.967986833,1900270.454015136,41.881815632,-87.647214717,"(41.88181563164203, -87.64721471704077)",August,2016,32
JEFFERY AND 95TH,2523.0,2000 E 95TH ST,2018-12-22,3,1191188.381103057,1842410.411853539,41.722579473,-87.575292523,"(41.722579473126416, -87.57529252250366)",December,2018,51
CICERO AND NORTH,2033.0,4800 W NORTH AVENUE,2020-02-29,6,1144053.733747163,1910243.80567041,41.90973389,-87.746244973,"(41.909733890131285, -87.74624497295898)",February,2020,9
KEDZIE AND 26TH,2381.0,2600 S KEDZIE AVENUE,2021-04-22,2,1155404.235510285,1886524.460033054,41.844424831,-87.705185452,"(41.84442483084393, -87.70518545233183)",April,2021,16
LAWRENCE AND CICERO,1042.0,4800 N CICERO AVENUE,2023-05-05,4,1143464.651785526,1931490.551883203,41.968048007,-87.747875985,"(41.968048007293845, -87.74787598468126)",May,2023,18
ARCHER AND CICERO,2084.0,5400 S ARCHER AVE,2016-06-16,9,1145209.426392053,1869810.657411975,41.798758208,-87.743020541,"(41.798758207843264, -87.74302054146467)",June,2016,24
CLARK AND IRVING PARK,1091.0,4000 N CLARK STREET,2022-06-14,3,1166736.149822904,1926699.323624709,41.954432441,-87.662446259,"(41.95443244141688, -87.66244625914061)",June,2022,24
SACRAMENTO AND LAKE,1822.0,150 N SACRAMENTO BOUL,2015-02-28,5,1156319.560664766,1900957.489351962,41.884012178,-87.701436479,"(41.88401217771363, -87.7014364786693)",February,2015,9
ASHLAND AND FULLERTON,1651.0,2400 N ASHLAND AVENUE,2014-07-14,6,1165228.073342838,1916032.319169157,41.92519389,-87.668294363,"(41.92519388981048, -87.66829436339881)",July,2014,29
LAKE SHORE DR AND BELMONT,1412.0,3200 N LAKESHORE DRIV,2021-06-16,7,1173053.220555078,1921821.380831705,41.940909163,-87.63936916,"(41.94090916326764, -87.63936915995522)",June,2021,24
CHICAGO AND CLARK,1964.0,100 W CHICAGO AVENUE,2015-02-22,4,1175374.528739575,1905745.47783364,41.896744347,-87.631321248,"(41.896744346875806, -87.63132124815151)",February,2015,8
CENTRAL AND ADDISON,1683.0,5600 W ADDISON STREET,2023-06-21,4,1138349.663302502,1923416.02157061,41.945985104,-87.766879952,"(41.94598510430888, -87.76687995165918)",June,2023,25
CENTRAL AND IRVING PARK,1182.0,4000 N CENTRAL AVENUE,2018-09-10,2,1138258.614129764,1926071.172884932,41.953272751,-87.767150151,"(41.95327275103541, -87.76715015131407)",September,2018,37
WESTERN AND ADDISON,1563.0,2400 W ADDISON,2014-08-18,1,1159719.041544334,1923878.577275797,41.946839991,-87.688320193,"(41.9468399910054, -87.68832019252964)",August,2014,34
STONEY ISLAND AND 79TH,2461.0,7900 S SOUTH CHICAGO AVE,2019-12-09,1,1188274.655498937,1852865.685797892,41.751339705,-87.585632266,"(41.751339704589455, -87.58563226565187)",December,2019,50
KOSTNER AND NORTH,2012.0,4400 W GRAND AVE,2022-11-23,7,1146773.519128439,1910425.663958581,41.91018141,-87.73624887,"(41.910181409597406, -87.73624887040725)",November,2022,47
CENTRAL AND ADDISON,1683.0,5600 W ADDISON STREET,2019-02-23,2,1138349.663302502,1923416.02157061,41.945985104,-87.766879952,"(41.94598510430888, -87.76687995165918)",February,2019,8
SHERIDAN AND FOSTER,1134.0,1000 W FOSTER AVE,2021-12-01,1,1168689.247756979,1934758.578141654,41.976505116,-87.655031882,"(41.97650511595711, -87.65503188224778)",December,2021,48
